180;His Love Is Wonderful;C;"His love is wonderful to me
His love is wonderful to me
For Jesus loved me so, 
He did to Calvary go
His love is wonderful to me.";� Public Domain
181;His Name Is Jesus;C;"His name is Jesus, wonderful Jesus.
His name is Jesus and I love Him so.
Bow down before Him, love and adore Him
His name is Jesus and I love Him so.";� Public Domain
182;What A Lovely Name;Eb;"What a lovely name, 
The name of Jesus
Reaching higher far
Than the brightest star.
Sweeter than the songs
They sing in heaven.
Let the saints proclaim,
What a lovely name.

Soon He'll come in clouds of glory
Saints of every race
Shall behold His face.
With Him enter heaven's city,
Ever to acclaim, what a lovely name.";� Public Domain
183;Jesus, Jesus, Jesus;Eb;"Jesus, Jesus, Jesus,
There's just something about that name.
Master, Saviour, Jesus!
Like the fragrance after the rain.
Jesus, Jesus, Jesus!
Let all heaven and earth proclaim,
Kings and kingdoms will all pass away,
But there's something about that name!";� Public Domain
184;Something More;Eb;"Something more than my yesterdays,
More than I had before.
Something more than wealth or fame.
He gave me some thing worth living for.";� Public Domain
185;I'll Say Yes;Eb;"I'll say yes, yes, yes.
I'll say yes, yes, yes.
I'll say yes Lord; 
I'll say yes Lord.
I'll say yes, yes, yes.";� Public Domain
186;Reaching Out To You;Eb;"I'm reaching out to You dear Lord,
I'm reaching out to You,
I know Your arm is not too short
And it can reach me too.
So as I pray and press my way
Into Your Kingdom true.
I'll grow to be more like You,
Just by reaching out to You.";� Public Domain
187;Just Any Day Now;Eb;"Just any day now our Lord is coming,
He'll be returning, for you and me.
Oh I've been watching,
And I've been waiting,
Just any day now, His face I'll see.";� Public Domain
188;Let Him Breathe On Me;Eb;"Let Him breathe on me,
Let Him breathe on me,
Let the Holy Ghost now breathe on me,
Let Him breathe on me,
Let Him breathe on me,
Let the Holy Ghost now breathe on me.";� Public Domain
189;I Saw Love, Mercy And Grace;Eb;"I saw love, mercy and grace.
I saw love, mercy and grace.
I envisioned His beauty,
I looked on His face,
I saw love, mercy and grace.";� Public Domain
190;I've Got Something;Bb;"I've got something that the world can't give,
And the world can't take it away.
I've got something that the world can't give
And it keeps me day by day.
I've got something worth talking about.
It makes me sing and it makes me shout;
I've got something that the world can't give
And the world can't take it away.";� Public Domain
191;My Soul Doth Magnify;Eb;"My soul doth magnify the Lord,
My soul doth magnify the Lord,
And my spirit hath rejoiced in
     God my Saviour;
For He that is mighty
Hath done great things,
And Holy is His Name.";� Public Domain
192;All Hail King Jesus;F;"All hail King Jesus, 
All hail Emmanuel.
King of Kings, Lord of Lords,
Bright morning star.
And throughout eternity
I'm going to praise Him
And forevermore, 
I will reign with Him.";� Public Domain
193;What A Mighty God;Eb;"What a mighty God we serve,
What a mighty God we serve,
Angels bow before Him,
Heaven and earth adore Him,
What a mighty God we serve.

Jesus is the God we serve,
Jesus is the God we serve,
Angels bow before Him,
Heaven and earth adore Him,
Jesus is the God we serve.";� Public Domain
194;The Trumpet Shall Sound;Eb;"Rapturing Faith 
Is the hunger of my soul today.
Rapturing Grace,
To be changed and taken away.

CHORUS
And the trumpet shall sound
And the dead shall rise,
And our Lord will be waiting 
   in the skies.
And we who remain, 
   shall be changed
In the twinkling of an eye.

Right now we are groaning,
The whole creation is moaning,
Waiting on our Lord
To claim what He has restored;
We are His purchased possession
By His Blood of redemption.
We are a new creation
Through His divine revelation.

I know it is hard,
But saints I know it ain't so bad,
There're many worse than me and you,
And they don't even know what to do.
But it's not so in our case,
For we have Rapturing Grace,
Jesus has gone to prepare a place,
We are the winners in this race.

Glory, Glory, Glory! 
Hallelujah to His name!	
Yesterday, today  and forever,
Our Jesus is the same.";� Public Domain
195;I'm So Glad That The Lord;F;"I'm so glad that the Lord 
Brought me out;
I'm so glad that the Lord 
Brought me out.
If it had not been for Jesus
Oh where would I be
I'm so glad that the Lord 
Brought me out.

I've been happy since 
The Lord brought me out.
I've been happy since 
The Lord brought me out.
If it had not been for Jesus
Oh where would I be
I've been happy since 
The Lord brought me out.

I've been shouting since 
The Lord brought me out.
I've been shouting since 
The Lord brought me out.
If it had not been for Jesus
Oh where would I be
I've been shouting since 
The Lord brought me out.

I've been singing since 
The Lord brought me out.
I've been singing since 
The Lord brought me out.
If it had not been for Jesus
Oh where would I be
I've been singing since 
The Lord brought me out.

Aren't you glad that 
The Lord brought you out?
Aren't you glad that 
The Lord brought you out?
If it had not been for Jesus
Oh where would I be
Aren't you glad that 
The Lord brought you out?";� Public Domain
196;Not What I Wish To Be;Bb;"Not what I wish to be,
Nor where I wish to go,
For who am I
That I should choose my way?
The Lord shall choose for me;
'Tis better far I know.
So let Him bid me go or stay.";� Public Domain
197;After All;C;"After all this life is over
And our burdens have been lifted
And we stand upon 
The mountain top so tall.
Looking over in that city
That the Saviour is preparing
Gives me faith that I can 
Make it after all.";� Public Domain
198;Bless The Lord, Oh My Soul;Eb;"Bless the Lord, Oh, my soul,
And all that is within me
Bless His holy name.
Bless the Lord, Oh, my soul 
And all that is within me
Bless His holy name.

For He hath done great things,
He has done great things,
He has done great things,
Bless His holy name.";� Public Domain
199;Praise God;F;"Praise God for His wonderful love,
Praise God for His wonderful love;
Let the earth rejoice and everybody sing,
Praise God, praise God
For His wonderful love.";� Public Domain
200;Holy Spirit Thou Art Welcome;C;"Holy Spirit, Thou art welcome 
     in this place,
Holy Spirit, Thou art welcome 
     in this place.
Omnipotent Father of mercy 
     and grace
Thou art welcome in this place.

Lord in Thy presence there's 
     healing divine;
No other power can save, 
     Lord, but Thine.
Holy Spirit Thou art welcome 
     in this place,
Thou art welcome in this place.

Holy Spirit, Thou art welcome 
     in this place,
Holy Spirit, thou art welcome 
     in this place.
Omnipotent Father of mercy 
     and grace
Thou art welcome in this place.

Fill all the hungry, 
    and empty within;
Restore us, oh Father, 
     revive us again.
Holy Spirit, Thou art welcome 
    in this place,
Thou art welcome in this place.";� Public Domain
201;I'm Going Home;G;"I'm going home,
On the road home.
Going back to God where I belong.
When heaven and earth will embrace,
Glory to God!  I'll see His face!
I'm going back to God
Where I belong.";� Public Domain
202;I Bowed On My Knees;C;"I bowed on my knees 
and cried ""Holy, Holy, Holy"";
I clapped my hands and sang ""Glory,
Glory to the Son of God!""";� Public Domain
203;Only Believe;C;"Fear not, little flock, 
From the cross to the throne;
From death into life 
He went for His own;
All power in earth, 
All power above,
Is given to Him 
For the flock of His love.

CHORUS
Only believe, only believe,
All things are possible, only believe;
Only believe, only believe,
All things are possible, only believe.
     (Lord, I believe...)
     (Lord, I receive...)
     (Jesus is here...)

Fear not, little flock, 
He goeth ahead,
Your shepherd selecteth 
The path you must tread;
The waters of Marah 
He'll sweeten for thee,
He drank all the bitter 
     in Gethsemane.

Fear not, little flock, 
What ever your lot,
He enters all rooms,
""The doors being shut;""
He never forsakes, 
He never is gone,
So count on His presence 
In darkness and dawn.";� Public Domain
204;Living By Faith;D;"I care not today 
What the morrow may bring,
If shadow or sunshine or rain,
The Lord I know ruleth 
     o'er everything,
And all of my worry is vain.

CHORUS
Living by faith, in Jesus above,
Trusting, confiding in 
His great love;
From all harm safe 
In His sheltering arm.
I'm living by faith 
And I feel no alarm.

Though tempest may blow 
And the stormclouds arise,
Obscuring the brightness of life,
I'm never alarmed 
At the overcast skies,
The Master looks on at the strife.

I know that He safely 
     will carry me through,
No matter what evils betide,
Why should I then care, 
Though the tempest may blow,
If Jesus walks close to my side.

Our Lord will return to this 
     earth some  sweet day,
Our troubles will then all be o'er.
The Master so gently 
Will lead us away,
Beyond that blest heavenly shore.";� Public Domain
205;Hallelujah, We Shall Rise;F;"In the resurrection morning,
When the trump of God shall sound,
We shall rise, (Hallelujah!) we shall rise!
Then the saints will come rejoicing
And no tears will e'er be found,
We shall rise, (Hallelujah!) we shall rise.

CHORUS
We shall rise, (Hallelujah!)
We shall rise! (Amen!)
We shall rise, (Hallelujah!)
In the resurrection morning,
When death's prison bars are broken,
We shall rise, (Hallelujah!) we shall rise.

In the resurrection morning,
What a meeting it will be,
We shall rise, (Hallelujah!) we shall rise!
When our fathers and our mothers,
And our loved ones we shall see,
We shall rise, (Hallelujah!) we shall rise.

In the resurrection morning,
Blessed thought it is to me,
We shall rise, (Hallelujah!) we shall rise!
I shall see my blessed Saviour,
Who so freely died for me,
We shall rise, (Hallelujah!) we shall rise.

In the resurrection morning.
We shall meet Him in the air,
We shall rise, (Hallelujah!) we shall rise.
And be carried up to glory,
To our home so bright and fair,
We shall rise, (Hallelujah!) we shall rise.";� Public Domain
206;Teach Me, Lord, To Wait;F;"Teach me, Lord, to wait 
Down on my knees,
Till in Your own good time 
You answer my pleas;
Teach me not to rely 
On what others do,
But to wait in prayer 
For an answer from You.

CHORUS
They that wait upon the Lord,
Shall renew their strength,
They shall mount up with wings 
     as eagles,
They shall run and not be weary, 
They shall walk and not faint;
Teach me, Lord, 
Teach me, Lord, to wait.

Teach me, Lord, to wait 
While hearts are aflame,
Help me humble my pride 
And call on Your Name;
Keep my faith renewed, 
Keep my eyes on Thee,
Help me be on this earth 
What You want me to be.";� Public Domain
207;Marvelous Grace;F;"Marvelous grace 
Of our loving Lord,
Grace that exceeds 
Our sin and our guilt.
Yonder on Calvary's 
Mount outpoured,
There where the Blood 
Of the Lamb was spilt.

CHORUS
Grace, grace, God's grace,
Grace that will pardon 
And cleanse within;
Grace, grace, God's grace,
Grace that is greater 
Than all our sin.

Sin and despair 
Like the sea waves cold, 
Threaten the soul 
With infinite loss;
Grace that is greater, 
Yes, grace untold,
Points to the refuge, 
The Mighty Cross.

Dark is the stain 
That we cannot hide,
What can avail 
To wash it away?
Look! there is flowing 
A crimson tide;
Whiter than snow 
You may be today.

Marvelous, infinite, 
Matchless grace,
Freely bestowed 
On all who believe!
You that are longing 
To see His face,
Will you this moment 
His grace receive?";� Public Domain
208;When The Redeemed Gather;F;"I am thinking of the rapture 
In our blessed home on high.
When the redeemed are gathering in;
How we'll raise the heavenly anthem 
In that city in the sky,
When the redeemed are gathering in.

CHORUS
When the redeemed 
Are gathering in,
Washed like snow, 
And free from all sin;
How we'll shout, 
And how we'll sing,
When the redeemed 
Are gathering in.

There will be a great procession 
Over on the streets of gold,
When the redeemed are gathering in;
Oh what music, Oh what singing, 
O'er the city will be rolled,
When the redeemed are gathering in.

Saints will sing redemption's story 
With their voices clear and strong,
When the redeemed are gathering in;
Then the angels all will listen, 
For they cannot join that song,
When the redeemed are gathering in.

Then the Saviour will give orders 
To prepare the banquet board,
When the redeemed are gathering in;
And we'll hear His invitation, 
""Come, ye blessed of the Lord,""
When the redeemed are gathering in.";� Public Domain
209;Some Golden Daybreak;F;"Some glorious morning 
Sorrow will cease,
Some glorious morning 
All will be peace;
Heartaches all ended, 
Schooldays all done,
Heaven will open, 
Jesus will come.

CHORUS
Some golden daybreak, 
Jesus will come;
Some golden daybreak, 
Battles all won,
He'll shout the victory, 
Break through the blue,
Some golden daybreak, 
For me, for you.

Sad hearts will gladden, 
All shall be bright,
Good-bye forever 
To earth's dark night;
Changed in a moment, 
Like Him to be,
Oh, glorious daybreak, 
Jesus I'll see.

Oh, what a meeting, 
There in the skies,
No tears nor crying 
Shall dim our eyes;
Loved ones united 
Eternally,
Oh, what a daybreak 
That morn will be.";� Public Domain
210;Oh How I Love Jesus;F;"There is a name I love to hear,
I love to sing its worth;
It sounds like music in mine ear,
The sweetest name on earth.

CHORUS
Oh how I love Jesus,
Oh how I love Jesus,
Oh how I love Jesus,
Because He first loved me.

It tells me of a Savior's love,
Who died to set me free;
It tells me of His precious blood;
The sinner's perfect plea.

It tells me what my Father hath
In store for every day,
And though I tread a darksome path,
Yields sunshine all the way.

It tells of One whose loving heart
Can feel my deepest woe,
Who in each sorrow bears a part,
That none can bear below.

To me, He is so wonderful,
To me, He is so wonderful,
To me, He is so wonderful,
Because You first loved me.

I'll never forsake Him,
I'll never forsake Him,
I'll never forsake Him,
Because He first loved me.";� Public Domain
211;Fill My Way With Love;E;"Let me walk, blessed Lord, 
    in the way Thou hast gone,
Leading straight to the land above;
Giving cheer everywhere, 
     to the sad and the lone,
Fill my way every day with love.

CHORUS
Fill my way every day with love,
As I walk with the heavenly Dove;
Let me go all the while, with 
     a song and a smile,
Fill my way every day with love.

Keep me close to the side of 
     my Saviour and Guide,
Let me never in darkness rove;
Keep my path free from wrath, 
    and my soul satisfied,
Fill my way every day with love.

Soon the race will be o'er, and 
     I'll travel no more,
But abide in my home above;
Let me sing, blessed King, 
     all the way to the shore,
Fill my way every day with love.";� Public Domain
212;I Love Him;C;"Gone from my heart the world
     and all its charms;
Now, through the blood, 
     I'm saved from all alarms;
Down at the cross my heart 
     is bending low;
The precious blood of Jesus 
     cleans white as snow.

CHORUS
I love Him, I love Him
Because He first loved me
And purchased my salvation
On Calvary's tree.

Once I was lost, and 'way 
     down deep in sin,
Once was a slave to passions 
     fierce within;
Once was afraid to 
     trust a loving God;
But now I'm cleansed from every 
     stain through Jesus' blood.

Once I was bound, 
     but now I am set free;
Once, I was blind, but now 
     the light I see;
Once I was dead, but now 
     in Christ I live,
To tell the world around 
     the peace that He doth give.";� Public Domain
213;Zion's Hill;F;"There waits for me 
     a glad tomorrow,
Where gates of pearl swing 
     open wide,
And when I've passed this 
     vale of sorrow,
I'll camp upon the other side.

CHORUS
Some day beyond the reach 
     of mortal ken,
Some day, God only knows 
Just where and when,
The wheels of mortal life 
Shall all stand still,
And I shall go to dwell 
     on Zion's hill.

Some day I'll hear the 
     angels singing,
Beyond the shadows 
     of the tomb;
And all the bells of 
     heaven ringing,
While saints are singing, 
""Home, Sweet Home.""

Some day my labors will 
     be ended,
And all my wand'rings 
     will be o'er,
And all earth's broken ties 
     be mended,
And I shall sigh and weep 
     no more.

Some day the dark clouds 
     will be rifted,
And all the night of gloom 
     be past;
And all life's burdens 
     will be lifted,
The day of rest shall 
     dawn at last.";� Public Domain
214;I Shall Not Be Moved;F;"Jesus is my Saviour, 
I shall not be moved;
In His love and favour, 
I shall not be moved;
Just like a tree that's planted 
     by the waters,
I shall not be moved.

CHORUS
I shall not be, 
I shall not be moved,
I shall not be, 
I shall not be moved;
Just like a tree that's planted 
     by the waters,
I shall not be moved.

In my Christ abiding, 
I shall not be moved;
In His love I'm hiding, 
I shall not be moved;
Just like a tree that's planted 
     by the waters,
I shall not be moved.

If I trust Him ever, 
I shall not be moved:
He will fail me never, 
I shall not be moved;
Just like a tree that's planted 
     by the waters,
I shall not be moved.

On His word I'm feeding, 
I shall not be moved,
He's the One that's leading, 
I shall not be moved,
Just like a tree that's planted 
     by the waters,
I shall not be moved.

Glory hallelujah, 
I shall not be moved;
Anchored in Jehovah, 
I shall not be moved;
Just like a tree that's planted by 
     the waters,
I shall not be moved.

In His love abiding, 
I shall not be moved;
And in Him confiding, 
I shall not be moved:
Just like a tree that's planted 
     by the waters,
I shall not be moved.

Though all hell assail me, 
I shall not be moved;
Jesus will not fail me, 
I shall not be moved;
Just like a tree that's planted 
     by the waters,
I shall not be moved.

Though the tempest rages, 
I shall not be moved,
On the Rock of Ages, 
I shall not be moved;
Just like a tree that's planted 
     by the waters,
I shall not be moved.";� Public Domain
215;I Feel Like Traveling On;F;"My heavenly home 
Is bright and fair,
I feel like traveling on, 
No pain, nor death 
Can enter there,
I feel like traveling on.

CHORUS
Yes, I feel like traveling on,
I feel like traveling on;
My heavenly home 
Is bright and fair,
I feel like traveling on.

Its glittering towers 
     the sun outshine,
I feel like traveling on;
That heavenly mansion 
     shall be mine,
I feel like traveling on.

Let others seek a home below,
I feel like traveling on;
Which flames devour, 
Or waves o'er flow,
I feel like traveling on.

The Lord has been so 
     good to me,
I feel like traveling on;
Until that blessed home I see,
I feel like traveling on.";� Public Domain
216;I Am Marked;G;"I have lost my reputation 
Since I turned my back on sin,
And a lot of friends went from me 
Since I let my Saviour in;
Now they pass me by unknown, 
When they once passed with a smile;
Now they say I'm very foolish, 
And they say I'm out of style.

CHORUS
I am marked, marked, marked,
I am marked, now wherever I go;
I am marked, marked, marked,
Just what I am everyone seems to know.
I am sealed, sealed, sealed,
I am sealed by His Spirit Divine;
Oh glory to God! Hallelujah! Amen!
I am His and I know that He is mine.

Well, they say my life is ruined, 
And my talent thrown away,
And they cannot understand it, 
For I had such plans one day;
But I know what I surrendered 
When I promised I'd go through;
And I gained far more glory 
Since God made me over new.";� Public Domain
217;Wings Of A Dove;C;"Noah had drifted
On the floods many days
He searched for land
In various ways
Troubles he had some,
But not from above,
God gave him His sign
On the wings of a dove.

CHORUS
On the wings of a snow-white dove,
God sends His pure, sweet love,
A sign from above, 
On the wings of a dove.

Jesus, our Saviour
Came to earth one day;
He was born in a stable,
In a manger of hay;
Though here rejected,
But not from above,
God gave us His sign,
On the wings of a dove.

Though I have suffered
In many a way,
I cried for healing
Both night and day;
Faith wasn't forgotten
By the Father above,
He gave me His sign
On the wings of a dove.";� Public Domain
218;Beyond The Sunset;Db;"Beyond the sunset, 
Oh blissful morning,
When with our Saviour 
Heaven is begun.
Earth's toiling ended, 
Oh glorious dawning;
Beyond the sunset, 
when day is done.

Beyond the sunset 
No clouds will gather,
No storms will threaten, 
No fears annoy.
Oh day of gladness, 
Oh day unending;
Beyond the sunset, eternal joy.

Beyond the sunset, 
A hand will guide me
To God, the Father, 
Whom I adore;
His glorious presence, 
His words of welcome,
Will be my portion 
On that fair shore.

Beyond the sunset, 
Oh glad reunion,
With our dear loved ones 
Who've gone before.
In that fair homeland 
We'll know no parting
Beyond the sunset forevermore.";� Public Domain
219;Shall We Gather At The River;C;"Shall we gather at the river, 
Where bright angel feet have trod,
With its crystal tide forever,
Flowing from the throne of God.

CHORUS
Yes, we'll gather at the river,
The beautiful, the beautiful river;
Gather with the saints at the river
That flows from the throne of God.

On the bosom of the river,
Where the Saviour-King we own,
We shall meet and sorrow never,
'Neath the glory of the throne.

On the margin of the river,
Washing up its silver spray,
We will walk and worship ever,
All the happy, golden day.

Ere we reach the shining river,
Lay we every burden down;
Grace our spirits will deliver,
And provide a robe and crown.

At the smiling of the river,
Mirror of the Saviour's face,
Saints whom death will never sever
Lift their songs of saving grace.

Soon we'll reach the shining river,
Soon our pilgrimage will cease;
Soon our happy hearts will quiver
With the melody of peace.";� Public Domain
220;Must Jesus Bear Alone?;G;"Must Jesus bear the cross alone,
And all the world go free?
No, there's a cross for every one,
And there's a cross for me.

The consecrated cross I'll bear,
Till death shall set me free,
And then go home my crown to wear,
For there's a crown for me.

Upon the crystal pavement, down
At Jesus' pierced feet,
With joy I'll cast my golden crown,.
And His dear name repeat.

Oh precious cross! Oh glorious crown!
Oh resurrection day!
Ye angels from the stars come down
And bear my soul away.";� Public Domain
221;Won't It Be Wonderful?;F;"When with the Saviour 
we enter the gloryland,
Won't it be wonderful there?
Ended the troubles 
and cares of the storyland,
Won't it be wonderful there?

CHORUS
Won't it be wonderful there?
Having no burdens to bear?
Joyously singing 
With heart-bells all ringing,
Oh won't it be wonderful there?

Walking and talking with Christ, 
     the supernal One,
Won't it be wonderful there?
Praising adoring the matchless 
     eternal One,
Won't it be wonderful there?

There where the tempest 
Will never be sweeping us,
Won't it be wonderful there?
Sure that forever the Lord 
     will be  keeping us,
Won't it be wonderful there?";� Public Domain
222;When I Reach That City;F;"On the top of Mount Zion is a city
And the earth with glory it doth fill;
I shall look on its beauty in the 
     morning
When I reach that city on the hill.

CHORUS
Oh, that city on Mount Zion,
Tho' a pilgrim, yet I love thee still;
I'll not leave thee, through the ages,
When I reach that city on the hill.

I'm invited to come home to that city,
For the Word says, ""Whosoever will,""
And I'll find there a mansion for me
     waiting
When I reach that city on the hill.

Death will never molest me in that city,
Never leave me lying cold and chill;
And I'll enter to live up there forever
When I reach that city on the hill.

So I'll stay here until my Saviour 
     calls me,
Trying daily to perform His will;
Then He'll say unto me, ""Well done,""
     up yonder
When I reach that city on the hill.";� Public Domain
223;I Am Resolved;G;"I am resolved no longer to linger,
Charmed by the world's delight;
Things that are higher, 
     things that are nobler,
These have allured my sight.

CHORUS
I will hasten to Him,
Hasten so glad and free,
Jesus, greatest, highest,
I will come to Thee.

I am resolved to go to the Saviour, 
Leaving my sin and strife;
He is the true One, He is the just One,
He hath the words of life.

I am resolved to follow the Saviour,
Faithful and true each day;
Heed what He sayeth, 
     do what He willeth,
He is the living way.

I am resolved to enter the kingdom,
Leaving the paths of sin;
Friends may oppose me, 
     foes may beset me
Still will I enter in.

I am resolved, and who will go with me?
Come, friends, without delay,
Taught by the Bible, led by the Spirit,
We'll walk the heavenly way.";� Public Domain
224;Jesus Is The One;F;"Jesus is the one, 
Yes He's the only one,
Let Him have His way 
Until the day is done;
When He speaks, you know 
The clouds will have to go,
Just because He loves you so.";� Public Domain
225;Open My Eyes, That I May See;G;"Open my eyes, 
That I may see
Glimpses of truth 
Thou hast for me;
Place in my hands 
The wonderful key
That shall unclasp, 
And set me free.

CHORUS
Silently now I wait for Thee,
Ready my God, Thy will to see;
Open my eyes, illumine me,
Spirit Divine!

Open my ears, 
That I may hear
Voices of truth 
Thou sendest clear;
And while the wave-notes 
Fall on my ear,
Everything false 
Will disappear,

Open my mouth, 
And let me bear
Gladly the warm 
Truth everywhere;
Open my heart, 
And let me prepare,
Love with Thy children 
Thus to share.";� Public Domain
226;The Love Of God;C;"The love of God is greater far
Than tongue or pen can ever tell;
It goes beyond the highest star,
And reaches to the lowest hell.
The guilty pair, bowed down with care,
God gave His Son to win;
His erring child He reconciled,
And pardoned from his sin.

CHORUS
Oh, love of God, how rich and pure!
How measureless and strong!
It shall forevermore endure,
The saints and angels song.

When hoary time shall pass away,
And earthly thrones and kingdoms fall;
When men who here refuse to pray,
On rocks and hills and mountains call;
God's love, so sure, shall still endure,
All measureless and strong;
Redeeming grace to Adam's race,
The saints and angels' song.

Could we with ink the ocean fill,
And were the skies of parchment made;
Were every stalk on earth a quill,
And every man a scribe by trade;
To write the love of God above
Would drain the ocean dry;
Nor could the scroll contain the whole,
Though stretched from sky to sky.";� Public Domain
227;The Meeting In The Air;Bb;"You have heard of little Moses in the bulrush,
You have heard of fearless David and his sling
You have heard the story told of dreaming 
     Joseph,
And of Jonah and the whale you often sing.
There are many, many others through the Bible,
I should like to meet them all, I do declare!
By and by the Lord will surely let us meet them,
At the meeting in the air.

CHORUS
There is going to be a meeting in the air.
In the sweet, sweet by and by;
I am going to meet you, meet you over there
In that home beyond the sky;
Such singing you will hear, 
Never heard by mortal ear,
'Twill be glorious, I do declare!
And God's own Son will be the leading One
At the meeting in the air.

Many things will there be missing 
In that meeting:
For the mourners bench 
Will have no place at all;
There will never be a sermon 
Preached to sinners,
For the sinner had refused to heed the call.
There will be no mourning 
Over wayward loved ones,
There will be no lonely nights of pleading prayer;
All our burdens and our anguish will be lifted
At that meeting in the air.

There the doubters will be missing altogether,
All the skeptics will be absent on that day;
There will be no grumblers present to disturb us,
And the Achans will be busy far away.
There the saints will have His 
     ""seal upon their foreheads,""
Dressed in raiment none 
But ransomed ones can wear;
All who have the wedding garments 
     will be present, 
At the meeting in the air.";� Public Domain
228;The Old Time Religion;G;"It's the old-time Holy Spirit,
And the devil won't go near It,
That's the reason people fear It;
But it's good enough for me.

CHORUS
Give me that old-time religion,
Give me that old-time religion,
Give me that old-time religion,
It's good enough for me.

It will make you stop your lying;
It will save you when you're dying;
It will start the devil flying;
And It's good enough for me.

It's so good I want no other,
For It makes me love my brother;
And It brings things from under 
     cover,
And It's good enough for me.";� Public Domain
229;Jesus, The Light;Eb;"All ye saints of light proclaim,
Jesus, the light of the world;
Life and mercy in His name,
Jesus, the light of the world.

CHORUS
We'll walk in the light, 
    the beautiful light,
Come where the dewdrops 
    of mercy are bright;
Shine all around us 
    by day and by night,
Jesus, the light of the world.

Hear the Saviour's earnest call,
Jesus, the light of the world;
Send the Gospel truth to all,
Jesus, the light of the world.

Why not seek Him then today,
Jesus, the light of the world;
Go with truth the narrow way,
Jesus, the light of the world.

Come, confess Him as your King, 
Jesus, the light of the world;
Then the bells of heaven will ring,
Jesus, the light of the world.";� Public Domain
230;It's Dripping With Blood;Eb;"The first one to die for 
This Holy Ghost plan,
Was John the Baptist, 
But he died like a man;
Then came the Lord Jesus, 
They crucified Him,
He taught that the Spirit 
Would save men from sin.

CHORUS
It's dripping with blood, Yes, 
It's dripping with blood,
This Holy Ghost Gospel 
Is dripping with blood,
The blood of disciples 
Who died for the Truth,
This Holy Ghost Gospel 
Is dripping with blood.

There was Peter and Paul, 
And John the divine,
They gave up their lives so 
This Gospel could shine;
They mingled their blood, 
Like the prophets of old,
So the true Word of God 
Could honest be told.

Then they stoned Stephen, 
He preached against sin,
He made them so angry, 
They dashed his head in;
But he died in the Spirit, 
And gave up the ghost,
And went to join others, 
In that life-giving host.

There's souls under the altar, 
Crying, ""How long?""
For the Lord to punish 
Those who've done wrong;
But there's going to be more 
Who'll give their life's blood
For this Holy Ghost Gospel 
And its crimson flood.";� Public Domain
231;Have Thine Own Way, Lord;D;"Have Thine own way, Lord!
Have Thine own way!
Thou are the Potter;
I am the clay.
Mold me and make me
After Thy will,
While I am waiting, 
Yielded and still.

Have Thine own way, Lord!
Have Thine own way!
Search me and try me,
Master, today!
Whiter than snow, Lord,
Wash me just now,
As in Thy presence
Humbly I bow.

Have Thine own way, Lord!
Have Thine own way!
Wounded and weary,
Help me, I pray!
Power, all power,
Surely is Thine!
Touch me and heal me,
Saviour divine.

Have Thine own way, Lord!
Have Thine own way!
Hold o'er my being
Absolute sway!
Fill with Thy Spirit
Till all shall see
Christ only, always,
Living in me.";� Public Domain
232;The Homecoming Week;F;"Upon our journey here below 
     we meet with pain and loss;
Sometimes there is a crown of thorns,
     sometimes the heavy cross.
The dreary road to Calvary,
     the bitter goad and sting,
But what's inside those gates of pearl
     will be worth everything.

CHORUS
When we're inside the gates of pearl,
We'll learn a lot of things,
We'll have a harp that's made of gold,
Perhaps a thousand strings;
We'll sing and shout and dance about,
The Lamb will dry our tears;
We'll have a grand homecoming week,
The first ten thousand years.

The shadows now begin to fall,
     the time is drawing nigh,
When Christ our Lord shall come again
     like lightning from the sky.
And while we wait and suffer here, 
     praise God, we'll shout and sing,
For one glimpse through those gates
     of pearl will be worth everything.

The precious blood of God's own Son
     has saved and sanctified
A wondrous people for His name 
     and they are called the Bride.
Though here neglected and despised,
     one day the Lord will bring
His chosen ones within the gates,
     and that's worth everything.";� Public Domain
233;Swing Low, Sweet Chariot;F;"I looked over Jordan and what did I see
Coming for to carry me home;
A band of angels coming after me,
Coming for to carry me home.

CHORUS
Swing low, sweet chariot, 
Coming for to carry me home;
Swing low, sweet chariot,
Coming for to carry me home.

If you get there before I do,
Coming for to carry me home;
Tell all my friends I'm a-coming too,
Coming for to carry me home.";� Public Domain
234;Peace In The Valley;C;"Well, I'm tired and so weary, 
But I must go along;
Till the Lord comes and calls 
Me away, oh, yes;
Well the morning is bright 
And the Lamb is the Light;
And the night, night is as fair 
As the day, oh yes.

CHORUS
There will be peace in the valley 
For me some day;
There will be peace in the valley 
For me, oh, Lord, I pray;
There'll be no sadness, no sorrow,
     no trouble I'll see;
There will be peace 
In the valley for me.

There the flow'rs will be blooming, 
And the grass will be green;
And the skies will be clear 
And serene, oh, yes;
Well the sun ever beams, 
In this valley of dreams;
And no clouds there will ever 
Be seen,oh, yes.

Well, the bear will be gentle, 
And the wolf will be tame;
And the lion shall lay down 
By the lamb, oh, yes;
Well the beast from the wild, 
Shall be led by a little child;
And I'll be changed, changed 
From this creature that I am, oh, yes.";� Public Domain
