462;Thou Thinkest Lord Of Me;;"Thou thinkest Lord of me
Thou thinkest Lord of me
What need I fear when Thou art near
544;Jesus Is All I Have (W);D;"From a world, a world of sin and shame, 
Jesus brought me out
And into the light I came;
Showed me truth so I'll not be deceived,
His word I believe,
Now I live to lift His name.

CHORUS
For Jesus is all,
He's all that I have to live for,
And even though His way 
    seems hard sometimes
The end's eternal life,
So I live for Jesus Christ,
So I live for Jesus Christ.

I hold close the opportunity
That's been given me
To serve the Lord in my day;
Tell me what could be a greater privilege 
    than to serve God in this age,
To walk in His provided way.

We can't live in a world of fantasy,
Of worldly thoughts and dreams,
They will fade away so fast;
But this truth, this word that sets us free, 
   is the only reality,
It is the only thing that always shall last."
545;Behold The Third Woe (BW);D;"The Kings of the earth and their armies
Are gathered in the valley of Meggido,
Where the grapes of God's wrath would be trampled,
The vats of blood will overflow;
So be not partakers my brothers
In Beltshazzar's drunken feast,
For his subjects are all deformed
Into the image of the Beast;
But stand like Daniel with your garments undefiled,
Knowing that Christ in you must be glorified.

CHORUS
For behold the third woe cometh quickly,
It's an urgent cry,
Apply the token or die. 
For behold the third woe cometh quickly,
It's an urgent cry,
Apply the token or die.

Ecological crisis is filling men's heart with fear,
With the ozone layer being destroyed,
Divers earthquakes are everywhere;
But isn't it written in the scripture
The Heaven shall depart like a scroll
Thus saith the Lord
It's exactly what the prophets foretold;
But stand like Micaiah, stay with the seventh seal vision
You just say what Elijah already did say.

Now demons in the atmosphere
Are pressing their way into the hearts of men
Who are marked by God for their iniquity
In rejecting the prophet whom God has sent.
The slaughtering angels are ready
To slay the young and the old,
So watch the cares of this life,
Remember Lot's wife
Who for vanity lost her soul;
Stand like Rahab with your token on display,
For the destroying Angels are already on their way.
But stand like Daniel with your garments undefiled; 
Stand like Micaiah, stay with the seventh seal vision; 
Stand like Rahab with your token on display;
For the destroying Angels are already on their way."
594;The Bride is called out already;;"Can't you see why I am happy?
I've accepted the Word of the Lord 
The revealed Word that was spoken
By the Prophet of Malachi 4

Chorus
The Bride has been called out already
 From the North, South, East and West, 
   across the world
It's promised in His Word, Malachi 4 verse 5
The Last one comes in, we'll be home  

In 1906 in Azusa Street Revival
Pouring out the Holy Ghost 
   for the Ephesian Church Age
It's the End of time, straight into eternity
 Most glorious, ever to be with Him

In 1909 in a wooden log Cabin, 
a baby was born, William Marrion Branham
 His Destiny was perfect to see
Who would believe the Word is 
   being revealed

In 1933, again the Lord appeared
 In A Pillar of Fire, in the presence of 
   Four Thousand. 
 Announcing that with his message, 
He will forerun the second coming of Christ."
595;Holy Holy Holy Are You Lord;;"Can you hear the sound of heaven 
Like the sound of many waters
It's the sound of worship,
coming from His throne
There are cries of adoration
As men from every nation
Lift their voice to make His glory known, singing

Chorus
Holy, holy, holy are You Lord
Holy, holy, holy are you Lord
The Elders and the Angels bow
The redeemed worship You now
Holy, holy, holy are You Lord"
596;The Urgency Of The Hour;D;"CHORUS
The urgency of the hour is upon me
Rapturing faith I must attain
For me to live is Christ
For me to die is gain
A body change is ordained for me
It's incredible but true
I'm making ready for a paradox
What about you?

People wonder why am I strange 
They look at the way that I behave
There was a time I was lost and undone
God came to me and showed me
I'm his son
Showed me this world is passing away
Soon cometh the great earthquake
The only escape is a body change

Like Noah here I stand 
Under preparation by God's command
My eyes are fixed on the prize 
Pressing towards the mark 
I won't compromise
I'll rise up and finish the job 
Moving from faith to perfect love 
Above the judgement I'll be taken up"
597;The Last Mountain;A;"I've fought a good fight, I've kept the faith
Henceforth for me a crown of
righteousness awaits
Which The Righteous Judge shall
give to me
When He shall appear
So when He comes He'll find me
waiting here
So here I stand

CHORUS
I'm standing on the last mountain before
I cross over on the other side
From here I see the new world
The new Jerusalem
Someday soon I'll cross the great
divide
Someday soon I'll be on the other
side

I've been battle scared, 
been through many wars
But they have only made me
strong
So I'll keep fighting on
In the midst of all adversity I've
stood victoriously 
It is God's grace that gives me victory
So here I stand

BRIDGE
Feeling that strange call of God
I know it's time to leave
Calling to my Father's house
Things that are to be
I see the setting sun
I know I'll find what I'm looking for
From where I stand
I'll walk through the open door"
467;Yesterday, Today, Forever,;G;"CHORUS
Yesterday, today, forever, 
Jesus is the same,
All may change, but Jesus never! 
     Glory to His name,
Glory to His name, Glory to his name;
All may change but Jesus never! 
     Glory to His name."
319;Learning To Lean;G;"Learning to lean,
I'm learning to lean,
I'm learning to lean on Jesus,
Finding more power than I ever dreamed
I'm learning to lean on Jesus.

Sad, broken hearted,
At an altar I knelt.
I found peace that is so serene.
And all that He asks
Is a child like trust
And a heart that is
Learning to lean."
120;Jesus Breaks Every Fetter;Bb;"Jesus breaks every fetter,
Jesus breaks every fetter,
Jesus breaks every fetter,
And He sets me free.

I am now on the altar,
I am now on the altar,
I am now on the altar
Which was made for me.

I will never doubt my Savior,
I will never doubt my Savior,
I will never doubt my Savior,
For He cleanses me.

I will rest on His promise,
I will rest on His promise,
I will rest on His promise,
Which is given to me.

I will shout Hallelujah!
I will shout Hallelujah!
I will shout Hallelujah!
For He sets me free.

I am now in the Garden
I am now in the Garden
I am now in the Garden
Which was ordained for me."
546;Can't You Hear Your Theophany Calling You (PBW);C;"A new day has dawned
And I know not what it brings,
But somehow I feel I'm almost home;
Not turning back to yesterday
But pressing towards my calling in Christ,
I can hear, yes I can hear my theophany calling me.

CHORUS
And can't you hear your theophany calling you?
It's a sign, it's almost home time,
And I'm just waiting for my promised body change,
For soon I know, we'll be with Him on high.

The whole earth is groaning and travailing in pain,
But we as the Bride have been glorified in Him;
And saints, even though we may suffer,
Stand and gird Your loins,
For Your perfection, it draweth near.

BRIDGE
My God knows overtime is drawing near,
And very soon the dead in Christ shall rise again;
There'll be no more sickness,
No more crying over there,
But for now, Christian Soldier,
Just keep on pressing."
547;Going Back To The Faith (W);E;"This is the age Malachi 4:5 is fulfilled,
God sent a prophet in this time, for this age;
Despised and rejected by  denomination,
Yet God had a people on the earth to hear his voice;
Out there I was in Egypt land, God called me out by his command,
The way he did with Abraham.

CHORUS
We're going back to the faith,
The faith of our forefathers,
We're going back to the faith where we'll die for eternal life;
We're going back to the faith, into the garden of Eden,
Where we know we were predestinated
Before the  foundation of the world to walk by faith.

This is the age of Laodicea,
Where men and women fight for their rights, for their rights
False doctrine and creeds feel welcome in this world,
For this is the age Satan sits on his throne, on his throne;
This is the age where Jezebel and her harlots celebrate,
Where many are drunken from her wine;
And this is the age where the mysteries go back to the East,
Saints this is the end of the Gentiles' time,
Make sure you  don't get left behind.

BRIDGE
We're going back to the faith,
The faith of our forefathers,
We're going back to the faith,
Where we'll die for eternal  life;
We're going back to the faith,
Into the garden of Eden,
We're going back to the faith,
We're going back, we're going back,

We're going back to the faith of Abraham and Sarah,
We're going back to the faith, 
Yes we are climbing Jacob's ladder,
We're going back to the faith, 
Oh, we are going to stop the sun like Joshua,
We're going back to the faith, 
And like Jesus walk on water,
We're going back to the faith, 
We're going to  translate like Elijah

We're going back to the faith, 
We're going back, we're going back;
We're going back to the faith, 
I want to see my Redeemer's face,
We're going back to the faith, 
I want to thank Him for His grace;
We're going back to the faith, 
I'm gonna shake the prophet's hand
We're going back to the faith, 
When I get to the promised land
We're going back to the faith, 
Back to the faith."
548;Strengthen My Hands (W);D;"CHORUS
Strengthen my hands for war
I want to be an overcomer
Strengthen my hands for war
I want to fulfill this word with power

For though two hundred million is gathered against me
In this I'll be confident
If God before me tell me who could be against me
For they are more with us than they with them

For there remaineth much land yet to be possess
Many promises to be fulfill
Can't let circumstances or conditions get us down
For we must fulfill his will

For the mark of this age is perfection
And to miss that mark saints is sin
For Alpha must become Omega
The word made flesh again

For we know that walls will be built in troublous times
In a time of scoffers and mockers
But we are determined that
   the House of God will live again
Heavenly Jerusalem"
549;Rock And Hard Place (W);D;"Spiritual Israel of God lift up your heads now
Look up to the source of all your strength
And though you stand in the place where you stand now
Trust in Him who always proved to be your help

And though you stand between a Rock and a hard place
Stand there with faith, believe in His grace
God has determined that these trials you must face
Standing by grace between a Rock and a heard place

Chosen children of God look back and see
The many times before when you were in great need
Yet your  Father in His love has never failed
To stand between you and the enemy
(To deliver you from all your enemies)

And though you stand between a Rock and a hard place
Stand there with faith, believe in His grace
God has determined that these trials you must face
Standing in faith yea standing strong
Standing by grace though your trial seem long
Standing by grace between a Rock and a hard place

Spiritual Israel of God lift up your heads now
Look up to the source of all your strength
And though you stand in the place where you stand now
Just stand there by grace between a Rock and a heard place
Standing by grace between a Rock and a hard place"
550;Just Once More Lord (W);G;"Spiritual stripped morally broken
With his eyes plucked out
Here stands the man with all of his stature
But with no power in his life
Raised up by God and given power
To put to flight the armies of the enemy
But gave away all of his secrets
Was now bound and in captivity
In the book of his remembrance
Were all the great victories he had won
Realizing his present condition 
From deep down inside this cry began

CHORUS
Just once more Lord
Just once more Lord
So we can see your power 
   moving once again
Just once more Lord

Repenting of all mistakes and failures
Praying in his heart Lord let me die
Not considering what it would cost him
Should God hear and  would answer 
   his sincere cry
For he could feel his locks had grown out
Thinking is there a possibility of the power 
   of God coming back
Began to cry more earnestly

Just once more Lord
Just once more Lord
So we can feel your Spirit moving once again
Just once more Lord

Inaugurated at Pentecost
Signs and wonders, manifestation of His name
But there at the council of Nicea
The early church had its locks shaved
With a promise of restoration
We have seen God's church rise in power 
   through each stage
Until God sent to us a prophet
And we have seen the fullness of God's life on display
But its been so long since the eyes have gone out
And there is a new crop that is coming forth
For greater works and dynamic power to be displayed
May we as Samsons of God cry just once more"
551;This Is The Hour (BW);;"Bride of Christ, for so long we've been waiting
For our promised king has come
We await his appearing
We're being tested, we're being tried
We've cried and we've sighed
Since 1963 we've heard these things will be
But first the squeeze will come
A quick short ride and then it's done
This is the hour

CHORUS
This is the hour that we've all been waiting for
This is the hour; the bridegroom is at the door
This is the hour, of His appearing
The trumpet shall sound and we'll go home
This is the hour

End time Daniels you arise
This is the time of the evening
The king of Babylon has come
He's plundering and devouring
He's causing men to bow
Passing laws even now
But prayer's the only way out
Daniels trust and don't you doubt
That Michael your prince will stand
And in the fire you'll meet the Son of man
This is the hour

End time Esthers you awake
The Seven Thunders are sounding
for Hatach has brought the news
of the genocide that's coming
It's time to intercede
For your people you must plead
In the spirit of sacrifice
Be willing to give your life
for the sceptor is in the king's hand
And your desire is his command
In this hour

Soon he'll be coming for (3x)
Coming to take me home"
552;Supernatural Atmosphere (W);D;"You have seen what I did to the Egyptians 
How I have destroyed them
How I bare you on eagle wings 
And brought you to myself
For you are a part of me 
My peculiar treasure
Unto you I'll keep my holy covenant

CHORUS
Into a Supernatural atmosphere
God has raised His Bride
She's now a Bright shining star
A true reflection of Him
We'll manifest the authority of His Name 
Fulfill all His word
That all the world may know that 
We are Supernatural Beings

You showed us our position
The way to come in your presence
You've clothed us in your word
Now we have access to thy throne
Lord we want only your desire
For with you we've found favour
That whatsoever we ask of You
You'll grant it to us

Lord you showed us Haman's evil schemes
But you made a way of escape
You 've kept Mordecai's words alive to us
Through your faithful servant Hatach
For such a time as this 
We came into your kingdom
Now we are the ones through whom
You'll deliver your people in bondage.

Monologue
You were born to be a supernova
You were born a bright shining star 
   (A bright shining star)
You shall explode in all my glory
That this world will know that 
You are from eternity
Fear not my Queen Esther 
For it is I that has brought you to this place
Through you I shall accomplish
My word that was spoken."
554;I Will Keep You (BW);G;"Temptations great but the Lord has given us faith
To overcome, the battle's won
Depends on how you see yourself from day to day
Full of guilt, condemnations and shame
But God don't see you that way
You just have to confess to him
He'll never leave you He'll stay with you all the way

CHORUS
I will keep you in your times of trouble
I will keep you in your times of need
I will keep you for I'm your refuge
I will keep you for you are part of me

Keep your eyes on the prize
Refuse to compromise
You Esthers and Daniels
For this final ride
Rise up and complete the work that he's bestowed on you
And just forget what you're going through
You just do his work and he'll do yours
We're fighting a battle, fighting a cause
To get all the souls that we have to find
God's determined not one hoof will be left behind
God's determined not one hoof will be left behind

Lord at these junctions how we need more of your unction
To function the way you want us to
As prophesied, the bride of Christ will know what God wants done
To fulfill this word, this eternal truth
For we are the mystery being revealed
The Seven Seals of our lives are no longer sealed
We are the word made plain manifested in flesh again
We are the word made plain manifested in flesh again

**I will keep you in your times of trouble
I will keep you in your times of need
These are the promises given by the Holy Spirit
I will keep you for you are part of me"
555;THE WOUNDED DOVE (BW);A;"From the outer regions of the lost
God has brought us back
Her gates are the gates of hell
And many enter therein
Then at last we heard a great blast
The Thunders uttering
This time they spoke clearly
The mystery of the Seventh Seal
And here we are in the second-fold
of a three-fold mystery
Part being spoken by the Son of man
But the other in you and me

CHORUS
The message of a wounded dove went home
Now it's come back again
In the power of the Word
Speaking resurrection
Speaking rapturing faith
Full redemption
From a fallen state

With the power that will judge the earth 
We are lifted higher
Higher and higher until we all come
into that Seventh peak
And from there we'll change dimensions
Cross into that other land
Where we'll meet friends and loved ones
And those who've already gone

A window now is opened
And the light is shining through
Celestial light from a celestial world
Shining into our souls
The dove and the raven are loosed
Two powers in the earth
One feeding on the flesh of disobedient men
But the dove in you and me
And for this purpose He's descended
A full cycle of time's about ended
And here we are in this reality
While Noah was a coded mystery"
556;A Better World (BW);D;"Take a picture put it in a darkroom
There's a process for it to go through
Take it out when the process is completed
See the beauty before you
That's how it is with this life here on earth
The shot was taken from another world
Earth is the darkroom where our lives develop
Soon our true beauty will unfold

CHORUS
In a better world, a better place, a better life 
In a better way, with better things
In eternity, that's where we'd be
With the one who died for you and me

Here we see trees struggling to live
But there's a place where they don't
Here we see sickness and dying
There's a place where we won't
We've got no future on this sinful earth
Our eyes are fixed on another world
We've got no treasures here below
There is a place where they are stored

In this world we're pilgrims and strangers
But there's a place where we belong
Soon we'll leave Satan's Eden
Take courage pilgrim it won't be long
Down here we have no continuing city
But we seek the one to come
We desire that heavenly country
God hath prepared our future home"
557;I've Got Leaving On My Mind (BW);Ab / A;"CHORUS
Lately I've got leaving, leaving on my mind
Lately I've got leaving, just to leave this world behind
Leaving, leaving, I've got leaving on my mind
Leaving, Leaving, just leaving this world behind

I've seen a man clothed in white linen
With a writer's ink horn in his hand
Moving to and fro the earth sealing God's children
I've seen the son of man clothed in a cloud
Coming down from on high
And I can't help the way I feel
My redemption draweth nigh
For I've got leaving, leaving on my mind
Leaving, leaving, just to leave this world behind

I see earthquakes in diverse places
Famine on the earth
As God's scripture fulfills rapidly
God's children giving birth
I hear the lion roaring loud in Zion
Just before the quake
And just a little while from now
The sleeping saints will awake
I've got leaving, leaving on my mind

Lord take me to that place I need to be
For my soul just cannot take the things I see
I want to mount up like the eagle in the sky
For lately, I've got leaving, leaving on my mind

Tried like the gold in fire
Purified by fiery trials
My bags are packed for home at last
And I'm not looking back
I've got leaving, leaving, leaving on my mind

So much pressure on the sons of God
To stand for Him in this day
And soon all their privileges will be taken away
I hear the lion roaring loud in Zion
All that can be shaken will be shaken
And very soon the earth will shake
Then the sleeping will awake
For I've got leaving on my mind"
558;On My Knees (W);D;"The time has come, 
   divine revelation in God's word
His grace I see, 
   when I see how He has chosen me
And it happens every day, 
   when I begin to pray
It burns within my heart, 
   the things He always says
He revealeth unto me, 
   what I was born to be in this day

CHORUS
So I'm staying (On my knees)
Patiently waiting (On my knees)
For your outpouring (On my knees)
Oh Lord I need You (On my knees)

Now I believe, 
   that I was born a predestinated seed
Amazing grace, 
   has chosen me to run this race
So I will give my life to Him, 
   perfected without sin
I can't do this on my own, 
   Lord put flesh on these dry bones
If it takes my life to give, 
   for You I will live I need You Lord

BRIDGE
I've read the scriptures in the Bible, 
About the Mighty Gentile Warriors
The painful desire of Hannah,
And the fearless move of Esther
Lord I believe that they were true, 
And the token they received, 
   but what about me?
I know my battles are all won, 
   that's why I sing my song
I know blessings are all mine, 
   but it will just take time
So like Elijah here I stay,
With faith in such a way to know you'll come"
559;Lord I Hear Your Voice (B);A;"Lord you took us from, the mark of the earth
You have cleanse and made us over to do a special work
Now we are walking right in step 
In the rhythm of the word,
Caught up in the mystery of the second fold

CHORUS
Lord I hear your voice speaking to my soul 
Saying don't you ever give up, keep holding to my word
Lord I feel your love pouring down on me, it's the Holy Spirit
He wants to dwell in me
That's my desire for more of you today

Lord we believe, you and your word are one
Moulding us, preparing a bride,
We know we are the one (we are the ones)
You took us from the chains of death from our lives
One standing in our midst, to bring this word to life

We know the locust came to deform our lives
To make us doubt the word of God by telling us lies
But to this the hidden mystery, has been revealed 
Shall I your God hide from you what am about to do"
560;Spirit Of God Move (W);Db / D / E;"CHORUS
Spirit  of God move, write your word in my heart
Fill my whole being, consume my life
Spirit of God move, an empty vessel I want to be
So that you can come, Lord and fill me.

Abba Father is what I cry
Come by here Lord, your spirit you can't deny
When I see your wrath fixing to be poured on this earth
For this message that was scorned, my desperate cry is...

I lift my hands in surrender, laying all on the altar
I don't want to pretend, but be sealed by your hand
I will take your word and hide it in my heart
Till every fibre of my being has that desperate cry….

I've recognized your voice, I've understood the call
Help me not to faint but stand and overcome
I just want to please you, it's all I can do
So from my soul now I cry to you…"
561;I'll Say Amen (BW);;"Beyond this flesh that you can see now
Beyond all weaknesses of this flesh
There is a connection with Jesus Christ

CHORUS
I don't know how - I don't why 
I cannot explain the love of God for my soul
Down inside  of me  - when I hear the word 
My heart says Amen - I ll say Amen

He has said that I will be perfect
With  the virtues of Jesus Christ Himself
But I look around, i can still see imperfections
Shown to me by the devil my enemy
Trying to get me sad and depressed
But I stand right up on my two feet 
Look at him straight in the eyes and I say:

He has said that I will be raptured 
To fly away in the sky 
And discover this other dimension
I can still feel the force of gravity
Trying to pull me down to this earth
And get me stuck in this place 
But I stand right up on my two feet 
Raise my hands challenging gravity and i say :

I'll say amen -  I'll say amen  - I'll say amen
I will be rapture -  I  say amen
Nothing wrong with  me - I say amen
It is well with my Soul - I say amen 
Revelation 10: 8-11 - I say amen
To Malachi 4 - I say amen
It is my turn to prophecy - I say amen
By faith  - I say amen"
562;He Died For Me (W);G;"Broken, mocked and scorned
Is a man hanging from a cross
With a crown of thorns 
Who is He this man who died for me
The given son who was born to die
So we could be redeemed  

CHORUS
He died for you, He died for me
He took my place and He bore my shame
That day on Calvary
The bleeding one, the Holy Son
What kind of man is this 
   would walk this road alone Jesus

It was supposed to me
Hanging from that tree
I was the one who crucified Him 
I don't deserve mercy
But when we come to drink from the cup 
And when we come to eat the bread
We remember You, we remember love
We remember your amazing grace

BRIDGE
I didn't see but I believe
Yes I believe"
563;Who Am I? (PB);A;"When I think of how He came so far from glory,
Came to dwell amongst the lowly such as I,
To suffer shame and such disgrace,
On Mt. Calvary take my place,
Then I ask myself the question,
Who am I?

CHORUS
Who am I that a king would bleed and die for?
Who am I that He would pray,
 ""Not my will but thine Lord?""
The answer I may never know,
Why He ever loved me so,
But to an old rugged cross to go,
Who am I?

When I'm reminded of His Word,
'I'll leave thee never,
Just be true, I'll give to you a life forever,'
I wonder what I could have done,
To deserve God's only Son
To fight my battles till they're won,
Who am I?"
564;This Is The Jubilee (PBW);Dm;"This is the year of jubilee,
When the lame shall walk,
And the blind shall see,
And the Lord will set the captive free,
This is the year of jubilee

Jerusalem, Jerusalem,
Jerusalem, Jerusalem,
Jerusalem, Jerusalem,
Jerusalem, Jerusalem.

Shalom, Shalom!
Shalom, Shalom!
Shalom, Shalom!
Jerusalem, Jerusalem."
565;He Is Here Hallelujah (PBW);C;"He is here, hallelujah!
He  is here, amen!
He is here, holy, holy!
I will bless His name again;
He is here, listen closely,
Hear Him calling out your name;
He is here, you can touch Him,
You will never be the same."
566;God In Simplicity (B);F;"It's God in simplicity,
Now revealed in humility,
King of Kings and Lord of Lords;
His name is called the Word of God,
It's God in simplicity.

The Seven Thunder mystery,
How He formed Himself in me;
Now I know I'm part of Him;
Soon He'll come and take me home,
It's God in simplicity.

Christ is the mystery,
Now revealed in you and me,
King of Kings and Lord of Lords;
His name is called the Word of     God;
Christ is the mystery."
567;Singing I Love You Lord (PBW);C;"In moments like these, 
I sing out a song,
I sing out a love song to Jesus;
In moments like these I lift up my hands,
I lift up my hands to you Lord.

Singing, I love You Lord, 
Singing, I love You Lord,
Singing, I love You Lord,
I Love You Lord.

Singing, I'll serve You Lord 

Singing, I'll praise You Lord"
318;I Will Sing Of The Mercies;C;"I will sing of the mercies of the Lord forever
I will sing, I will sing.
I will sing of the mercies of the Lord forever
I will sing of the mercies of the Lord.
With my mouth shall I make known
Thy faithfulness, Thy faithfulness,
With my mouth shall I make known
Thy faithfulness to all generations.
I will sing of the mercies of the Lord forever
I will sing of the mercies of the Lord."
320;Make Me More Like Thee;F;"Make me more like Thee, Jesus,
Make me more like Thee.
Give me a heart that's filled with love,
And make me more like Thee."
321;Until You Know;C;"Until you know the loving hand,
That reaches down to fallen man,
And picks him up above the plane
Where he has trod;
Until you know just how it feels,
To know that God is really real,
You know nothing 
Until you know the love of God."
322;Oh Yes, I'm A Child Of The King;F;"Oh yes, oh, yes, 
I'm a child of the King,
His royal blood
Now flows through my veins.
And I who was wretched and vile,
Now can sing:
Praise God, praise God,
I'm a child of the King."
323;Born Again;F;"Born again -
There's really been a change in me!
Born again, just like Jesus said.
Born again -
and all because of Calvary,
I'm glad, so glad
That I've been born again."
324;I Want To Live;E / F;"I want to live,
The way He wants me to live,
I want to give,
Until there's just no more to give,
I want to love,
Love 'til there's just no more love,
For I could never, 
Ever outlove the Lord."
325;Holy Is The Lord;Eb;"Holy is the Lord
And mighty is His name.
King of Heaven
Yet down to earth He came.
Angels sing His praise
All earth shall do the same.
Holy is the Lord 
And mighty is His name."
326;Wonderful Jesus;F;"Wonderful, Wonderful Jesus,
He is my Friend,
True to the end.
He gave Himself to redeem me,
Jesus, wonderful Lord."
327;Welcome, Welcome, Welcome;F;"Welcome, welcome, welcome,
Holy Ghost we welcome Thee,
Come with power this very hour,
Holy Ghost we welcome Thee."
187;Because He lives;;"God sent His Son
They called Him Jesus
He came to love, heal and forgive
He lived and died
To buy my pardon
An empty grave is there 
To prove my Saviour lives

CHORUS
Because He lives
I can face tomorrow
Because He lives 
All fear is gone
Because I know
He holds my future
This life is worth the living
Just because He lives

How sweet to hold a newborn baby
And feel the pride and joy he gives 
But greater still the calm assurance
This child can face uncertain days 
Because He lives

And then one day I'll cross the river
I'll fight life's final war with pain
And then as death gives way 
   to victory
I'll see the lights of glory
And I'll know he lives"
328;Jesus, Name Above All Names;F;"Jesus, name above all names.
Beautiful Saviour, 
Glorious Lord of Lords,
Emmanuel, God is with us.
Blessed Redeemer, Living Word."
329;He Brought Me In;E / F;"He brought me in, 
He brought me in,
Oh, I thank God, 
He brought me in,
Just look out yonder, 
Where I have been,
Oh, I thank God, 
He brought me in."
330;Great Is The Lord;F;"Great is the Lord 
And greatly to be praised,
In the city of our God,
In the mountain of His holiness.
Beautiful for situation,
The joy of the whole earth,
Is mount Zion on the sides of the north
The city of the great King,
Is mount Zion on the sides of the north,
The city of the great King!"
331;He Wasn't Looking At Me;F;"He wasn't looking at me,
When He took me in,
He wasn't looking at my heart,
That was black by sin,
He was looking at the blood
Flowing rich and free,
That precious blood, that covers me."
332;Thank You Lord;F;"Thank you Lord for saving my soul,
Thank you Lord for making me whole,
Thank you Lord for giving to me,
Thy great salvation so rich and free."
333;Let The Dew Of Heaven;F;"Let the dew of heaven fall
Upon my thirsty soul,
Let the dew of heaven fall on me.
Let the Holy Spirit
Come and take complete control,
Let the dew of heaven fall on me."
334;Don't Lose Your Vision;F;"Don't lose your vision of Jesus
Keep your eyes ever on Him.
Many friends and dear loved ones
Have lost their way,
They have lost their vision of Him."
335;Burn On;F;"Burn on, burn on, 
Oh, fire of God burn on,
Till all my dross is burned away,
Prepare me for the testing day
Oh, fire of God burn on.

Burn on, Burn on,
Oh, fire of God, burn on!
'Til all my soul, Christ's image bears
His holy, heavenly nature wears,
Oh, fire of God, burn on!"
336;I Want God's Way;F;"I want God's way to be my way,
As I journey here below.
For there is no other highway
That a child of God should go.
Though the road be steep and rough,
If he leads me tis enough,
I want God's way to be my way everyday."
337;Every Promise in the Book;F;"Every promise in the Book is mine,
Every chapter, every verse, every line.
I am trusting in His love divine,
Every promise in the Book is mine."
568;Be It Unto Me (PBW);D;"Be it unto me according to Thy word,
According to Your promises
I can stand secure
Carve upon my heart 
The truth that sets me free,
According to Your promises
Be it unto me."
569;We Enter In (B);Cm;"We enter into the Temple
We give thanks to the Ancient of Days
We honour Him for His mercies unto us
We give thanks to The Ancient of Days

Praise The Lord
Shout all ye people
How Excellent is Thy Name
Praise His Name for His goodness unto Us
Give thanks to The Ancient of Days (2x)"
570;Open The Eyes Of My Heart Lord (B);D;"Open the eyes of my heart Lord
Open the eyes of my heart
I want to see you
I want to see you

To see you high and lifted up
Shining in the light of your glory
Pour out your power and love
As we sing holy, holy, holy

Holy, holy, holy   (3x)
I want to see you"
571;Greater Is He That Is In Me (B);;"Chorus
Greater is He that is in me
Greater is He that is in me
Greater is He that is in me
Than He that is in the world

Satan's like a roaring lion
Roaming to and fro
Seeking whom he may devour
The Bible tells me so
Many souls have been his prey
To fall in some weak hour
But God has promised us today
His overcoming power

On that day of Pentecost
A mighty rushing wind
Came into the upper room
And baptize all of them
With the power greater than 
any earthly pull
I'm so glad I got it to
I'm gonna let the whole world know

The Bride of Christ has been restored
Back to Christ again
Satan thought she won't be free
But today She is free indeed"
572;Jehovah Hide Me (B);;"I am under the Rock
The Rock is higher than I,
Jehovah hide me,
I am under the Rock
Go tell my enemy
I am under the Rock
Jehovah hide me
I am under the Rock"
573;It's A High Way (BW);;"It's a high way to heaven
None to walk up there
But the pure of heart
It's a high way to heaven
Walking up the King's high way"
574;He Dropped The Charges (B);;"I was guilty (guilty)
of all the charges (charges)
doomed and disgraced
but Jesus (Jesus)
with His special love (special love)
saved me by His grace
He pleaded (pleaded)
and He pleaded (pleaded)
He pleaded my case

Chorus
Jesus dropped the charges
Jesus dropped the charges
And now I'm saved through grace and faith

I was guilty (guilty)
for oh so long (so long)
lived in sin too long
but Jesus (Jesus)
with His special love (special love)
reached out with His arms so strong
He picked me (picked me up)
turned me around (turned me around)
gave me a brand new song
Jesus dropped the charges
Jesus dropped the charges
and to Him I belong

If they remember (remember)
and remember (remember)
some of the things I've done
but Jesus (Jesus)
with His special love (special love)
forgave me from everyone;
He put me (put me)
on the right road (right road)
lifted my heavy load
Jesus dropped the charges
Jesus dropped the charges
now I'm free down in my soul

Bridge
At Calvary I heard him say (3x)
Case dismissed, case dismissed
Saved by grace."
7;Send The Light (B);;"There's a call comes ringing 
O'er the restless wave,
Send the light! Send the light!
There are souls to rescue, 
There are souls to save,
Send the light! Send the light!

Chorus
Send the light, 
The blessed gospel light,
Let it shine from shore to shore!
Send the light, 
And let its radiant beams
Light the world forevermore.

We have heard 
The Macedonian call today
Send the light! Send the light!
And a golden offering 
At the cross we lay,
Send the light! Send the light!

Let us pray that grace 
May everywhere abound,
Send the light! Send the light!
And a Christ-like spirit 
Everywhere be found,
Send the light! Send the light!

Let us not grow weary 
In the work of love,
Send the light! Send the light!
Let us gather jewels 
For a crown above,
Send the light! Send the light!"
12;Pressing On! (B);;"Satan tries stop me,
and turn me aside.
Says ""there's no need
for you to go on,
no need to try
Even if there was a rapture,
you'd never make it in""
I just say Satan,
""that proves you're a liar again""

Chorus
I'm gonna keep pressing on,
Pressing on!
I'm gonna keep pressing on,
to the higher calling of my Lord."
28;Hills Of Home (B);;"The Holy hills of Heaven call me
To mansions bright across the sea
Where loved ones wait and crowns are given
When the hills of home start calling me

This house of flesh is but a prison
Bars of bones hold my soul
But the doors of clay are gonna burst wide open
When the angel sets my spirit free
I'll take my flight like a mighty eagle
When the hills of home start calling me

I see loved ones over yonder
Tears are gone and hearts are free
And from the throne of my Savior beckons
And the hills of home are calling me"
